title,author,description,cover_url,goodreads_id,average_rating,ratings_count,review_count,external_url,genres,language,page_count
Poems New and Collected,,"Described by Robert Hass as ""unquestionably one of the great living European poets"" and by Charles Simic as ""one of the finest poets living today,"" Szymborska mesmerizes her readers with poetry that captivates their minds and captures their hearts. This is the book that her many fans have been anxiously awaiting-the definitive, complete collection of poetry by the Nobel Prize-winning poet, including 164 poems in all, as well as the full text of her Nobel acceptance speech of December 7, 1996, in Stockholm. Beautifully translated by Stanislaw Bara<<nczak and Clare Cavanagh, who won a 1996 PEN Translation Prize for their work, this volume is a must-have for all readers of poetry.",https://images.gr-assets.com/books/1327732968m/10205.jpg,10205,4.42,2208,100,https://www.goodreads.com/book/show/10205.Poems_New_and_Collected,Poetry,eng,296
Kubla Khan,,"Kubla Khanor, A Vision in a Dream: A Fragmentis a poem written by Samuel Taylor Coleridge, completed in 1797 and published in 1816. According to Coleridge's Preface to Kubla Khan, the poem was composed one night after he experienced an opium-influenced dream after reading a work describing Xanadu, the summer palace of the Mongol ruler and Emperor of China Kublai Khan. He left it unpublished and kept it for private readings for his friends until 1816 when, at the prompting of Lord Byron, it was published.",https://images.gr-assets.com/books/1301930649m/6747271.jpg,6747271,4.03,2190,46,https://www.goodreads.com/book/show/6747271-kubla-khan,Poetry,eng,2
The Fall of the House of Usher and Other Writings,,"'And much of Madness and more of Sin And Horror the Soul of the Plot'
This selection of Poe's critical writings, short fiction and poetry demonstrates his intense interest in aesthetic issues, and the astonishing power and imagination with which he probed the darkest corners of the human mind. 'The Fall of the House of Usher' describes the final hours of a family tormented by tragedy and the legacy of the past. In 'Tell-Tale Heart', a murderer's insane delusions threaten to betray him, while stories such as 'The Pit and the Pendulum' and 'The Cask of Amontillado' explore extreme states of decadence, fear and hate. These works display Poe's startling ability to build suspense with almost nightmarish intensity.
David Galloway's introduction re-examines the myths surrounding Poe's life and reputation. This edition includes a new chronology and suggestions for further reading.
'The most original genius that America has produced' ALFRED, LORD TENNYSON
'Poe has entered our popular consciousness as no other American writer' THE NEW YORK TIMES BOOK REVIEW
PREVIOUSLY PUBLISHED AS SELECTED WRITINGS",https://images.gr-assets.com/books/1343336820m/175515.jpg,175515,4.2,2183,54,https://www.goodreads.com/book/show/175515.The_Fall_of_the_House_of_Usher_and_Other_Writings,Poetry,eng,488
4.48 Psychosis,,"4.48 Psychosissees the ultimate narrowing of Sarah Kane's focus in her work. The struggle of the self to remain intact has moved in her work from civil war, into the family, into the couple, into the individual, and finally into the theatre of phychosis: the mind itself. This play was written in 1999 shortly before the playwright took her own life at age 28. On the page, the piece looks like a poem. No characters are named, and even their number is unspecified. It could be a journey through one person's mind, or an interview between a doctor and his patient.",https://images.gr-assets.com/books/1387302451m/146548.jpg,146548,4.21,2177,187,https://www.goodreads.com/book/show/146548.4_48_Psychosis,Poetry,eng,48
Paterson,,"Paterson is both a place--the New Jersey city in whom the person (the poet's own life) and the public (the history of the region) are combined. Originally four books (published individually between 1946 and 1951), the structure of Paterson(in Dr. Williams' words) ""follows the course of the Passaic River"" from above the great falls to its entrance into the sea. The unexpected Book Five, published in 1958, affirms the triumphant life of the imagination, in spite of age and death. This revised edition has been meticulously re-edited by Christopher MacGowan, who has supplied a wealth of notes and explanatory material.",https://images.gr-assets.com/books/1394996155m/763426.jpg,763426,4.15,2172,86,https://www.goodreads.com/book/show/763426.Paterson,Poetry,eng,328
I Wrote This For You: Just the Words,,,https://images.gr-assets.com/books/1386325273m/19230408.jpg,19230408,4.23,2168,197,https://www.goodreads.com/book/show/19230408-i-wrote-this-for-you,Poetry,eng,216
The Pill vs. the Springhill Mine Disaster,,"Brautigan's poetic style is often surreal, often tender, with touches of humor. The poems are written in clear, straightforward free verse. Here is an example of his style from ""The Chinese Checker Players"": ""When I was six years old/I played Chinese checkers/with a woman/who was ninety-three years old.""
Recurrent themes in the book include love, sex, loss & loneliness. Incorporated throughout are an intriguing mix of pop & 'high' culture references: Jefferson Airplane, Ophelia, the New York Yankees, John Donne etc. The book often has an earthy flavor. He writes about such topics as his own penis or the smell of a fart. Some particularly memorable poems include the following:
""All Watched Over by Machines of Loving Grace,"" a sci-fi vision of a ""cybernetic meadow""; the open-ended ""Karma Repair Kit: Items 1-4""; ""Discovery,"" a joyful poem about sexual intimacy; the surreal ""The Pumpkin Tide""; the funny, haiku-like ""November 3""; & ""A Good-Talking Candle,"" which invites readers into altered states of perception.
Altho most of the poems are very short, there is one longer poem: the 9-part, 9-page ""the Galilee Hitch-hiker,"" which chronicles the surreal adventures of Baudelaire -- among other experiences, he opens an unconventional hamburger stand in San Francisco. If you only know Brautigan from his weird & wonderful novels, read this collection.-Michael Mazza (edited)",https://images.gr-assets.com/books/1332378109m/117336.jpg,117336,4.1,1987,90,https://www.goodreads.com/book/show/117336.The_Pill_vs_the_Springhill_Mine_Disaster,Poetry,eng,108
"Whiskey, Words, and a Shovel I",,"Whiskey, Words, and a Shovel is author R.H. Sin's first book of poetry.",https://images.gr-assets.com/books/1453301839m/28159939.jpg,28159939,4.12,1954,154,https://www.goodreads.com/book/show/28159939-whiskey-words-and-a-shovel-i,Poetry,eng,146
Beautiful Chaos,,This book employs the comparative method to understand societal collapses to which environmental problems contribute to the common youth and society as a whole. We all are broken and broken is its own kind of beautiful.,https://images.gr-assets.com/books/1413965174m/23434371.jpg,23434371,4.06,1944,184,https://www.goodreads.com/book/show/23434371-beautiful-chaos,Poetry,eng,181
Science Verse,,"Amoeba Style Do not tease a wee amoeba/By calling him a her amoeba/And don't call her a him amoeba/And never he a she amoeba./'Cause whether his or hers amoeba, /They too feel like you and meba.What if a boring lesson about the food chain becomes a sing-along about predators and prey? A twinkle-twinkle little star transforms into a twinkle-less, sunshine-eating-and rhyming Black Hole? What if amoebas, combustion, metamorphosis, viruses, the creation of the universe are all irresistible, laugh-out-loud poetry? Well, you're thinking in science verse, that's what. And if you can't stop the rhymes ... the atomic joke is on you. Only the amazing talents of Jon Scieszka and Lane Smith, the team who created Math Curse, could make science so much fun. ...",https://images.gr-assets.com/books/1309205087m/138643.jpg,138643,4.05,1920,221,https://www.goodreads.com/book/show/138643.Science_Verse,Poetry,eng,0
"The Divine Comedy, Vol. 1: Inferno",,"This vigorous translation of Infernopreserves Dante's simple, natural style, and captures the swift movement of the original Italian verse. Mark Musa's blank verse rendition of the poet's journey through the circles of Hell re-creates for the modern reader the rich meanings that Dante's poem had for his contemporaries. Musa's introduction and commentaries on each of the cantos brilliantly illuminate the text.",https://images.gr-assets.com/books/1327879324m/19155.jpg,19155,3.99,1916,139,https://www.goodreads.com/book/show/19155.The_Divine_Comedy_Vol_1,Poetry,eng,432
"Sifting Through the Madness for the Word, the Line, the Way",,"One of the most recognizable poets of the last century, Charles Bukowski is simultaneously a common man and an icon of urban depravity. He uses strong, blunt language to describe life as he lives it, and through it all charts the mutations of morality in modern America.
Sifting Through the Madness for the Word, the Line, the Way is a treasure trove of confessional poetry written towards then end of Bukowski's life. With the overhang of failing health and waning fame, he reflects on his travels, his gambling and drinking, working, not working, sex and love, eating, cats, and more.
Sifting Through is Bukowski at his most meditative - published posthumously, it's completely non-performative, and gets to the heart of Bukowski's lifelong pursuit of natural language and raw honesty.
We recommend you read this as Bukowski wrote: by sifting through the madness for what hits you as the word, the line, the way.",https://images.gr-assets.com/books/1407707769m/50469.jpg,50469,4.24,1908,89,https://www.goodreads.com/book/show/50469.Sifting_Through_the_Madness_for_the_Word_the_Line_the_Way,Poetry,eng,416
Blue Horses,,"In this stunning collection of new poems, Mary Oliver returns to the imagery that has defined her life's work, describing with wonder both the everyday and the unaffected beauty of nature.
Herons, sparrows, owls, and kingfishers flit across the page in meditations on love, artistry, and impermanence. Whether considering a bird's nest, the seeming patience of oak trees, or the artworks of Franz Marc, Oliver reminds us of the transformative power of attention and how much can be contained within the smallest moments.
At its heart, Blue Horsesasks what it means to truly belong to this world, to live in it attuned to all its changes. Humorous, gentle, and always honest, Oliver is a visionary of the natural world.",https://images.gr-assets.com/books/1398032287m/20821239.jpg,20821239,4.26,1905,291,https://www.goodreads.com/book/show/20821239-blue-horses,Poetry,eng,79
"Hi, Koo!",,"Caldecott Honoree and NEW YORK TIMES bestselling author/artist Jon J Muth takes a fresh and exciting new look at the four seasons!
Eating warm cookies
on a cold day
is easy
water catches
every thrown stone
skip skip splash
With a featherlight touch and disarming charm, Jon J Muth--and his delightful little panda bear, Koo--challenge readers to stretch their minds and imaginations with twenty-six haikus about the four seasons.",https://images.gr-assets.com/books/1384382708m/17243953.jpg,17243953,3.99,1897,412,https://www.goodreads.com/book/show/17243953-hi-koo,Poetry,eng,32
The Dumb Waiter,,"One of his most recognized and acclaimed plays, Harold Pinter's ""The Dumb Waiter"" is a humorous and provocative story of two hit men as they wait in a basement for their next assignment. Told through Pinter's unmistakable wit and poignant pauses, ""The Dumb Waiter"" is recognized for its exceptional writing and subtle character development.",https://images.gr-assets.com/books/1430104346m/240258.jpg,240258,3.74,1895,52,https://www.goodreads.com/book/show/240258.The_Dumb_Waiter,Poetry,eng,64
The Surrender Tree: Poems of Cuba's Struggle for Freedom,,"It is 1896. Cuba has fought three wars for independence and still is not free. People have been rounded up in reconcentration camps with too little food and too much illness. Rosa is a nurse, but she dares not go to the camps. So she turns hidden caves into hospitals for those who know how to find her.
Black, white, Cuban, Spanish--Rosa does her best for everyone. Yet who can heal a country so torn apart by war? Acclaimed poet Margarita Engle has created another breathtaking portrait of Cuba.
The Surrender Treeis a 2009 Newbery Honor Book, the winner of the 2009 Pura Belpre Medal for Narrative and the 2009 Bank Street - Claudia Lewis Award, and a 2009 Bank Street - Best Children's Book of the Year.",https://images.gr-assets.com/books/1312055321m/2871746.jpg,2871746,3.94,1889,339,https://www.goodreads.com/book/show/2871746-the-surrender-tree,Poetry,eng,169
Chicago Poems,,"Chicago Poems(1916) was Carl Sandburg's first published book of verse. Written in the poet's unique, personal idiom, these poems embody a soulfulness, lyric grace and a love of and compassion for the common man that earned Sandburg a reputation as a ""poet of the people.""
Among the dozens of poems in this collection are such well-known verses as ""Chicago,"" ""Fog,"" ""To a Contemporary Bunkshooter,"" ""Who Am I?"" and ""Under the Harvest Moon,"" as well as numerous others on themes of war, immigrant life, death, love, loneliness and the beauty of nature. These early poems reveal the simplicity of style, honesty and vision that characterized all of Sandburg's work and earned him enormous popularity in the 1920s and 30s and a Pulitzer Prize in 1951.
[Unabridged republication of the edition published by Henry Holt and Company, New York, 1916. New introductory Note. Alphabetical lists of titles and first lines.]",https://images.gr-assets.com/books/1327932916m/596810.jpg,596810,4.04,1878,74,https://www.goodreads.com/book/show/596810.Chicago_Poems,Poetry,eng,88
What Work Is,,"Winner of the National Book Award in 1991
""This collection amounts to a hymn of praise for all the workers of America. These proletarian heroes, with names like Lonnie, Loo, Sweet Pea, and Packy, work the furnaces, forges, slag heaps, assembly lines, and loading docks at places with unglamorous names like Brass Craft or Feinberg and Breslin's First-Rate Plumbing and Plating. Only Studs Terkel's Workingapproaches the pathos and beauty of this book. But Levine's characters are also significant for their inner lives, not merely their jobs. They are unusually artistic, living 'at the borders of dreams.' One reads The Tempest 'slowly to himself'; another ponders a diagonal chalk line drawn by his teacher to suggest a triangle, the roof of a barn, or the mysterious separation of 'the dark from the dark.' What Work Isranks as a major work by a major poet . . . very accessible and utterly American in tone and language.""
--Daniel L. Guillory, Library Journal",https://images.gr-assets.com/books/1403188956m/29934.jpg,29934,4.26,1875,72,https://www.goodreads.com/book/show/29934.What_Work_Is,Poetry,eng,77
The Conference of the Birds,,"Composed in the twelfth century in north-eastern Iran, Attar's great mystical poem is among the most significant of all works of Persian literature. A marvellous, allegorical rendering of the Islamic doctrine of Sufism - an esoteric system concerned with the search for truth through God - it describes the consequences of the conference of the birds of the world when they meet to begin the search for their ideal king, the Simorgh bird. On hearing that to find him they must undertake an arduous journey, the birds soon express their reservations to their leader, the hoopoe. With eloquence and insight, however, the hoopoe calms their fears, using a series of riddling parables to provide guidance in the search for spiritual truth. By turns witty and profound, The Conference of the Birdstransforms deep belief into magnificent poetry.",https://images.gr-assets.com/books/1332633919m/144870.jpg,144870,4.2,1861,110,https://www.goodreads.com/book/show/144870.The_Conference_of_the_Birds,Poetry,eng,278
Hesiod: The Works and Days/Theogony/The Shield of Herakles,,"Three epic poems by Hesiod, the 'other' great epic poet of ancient Greece (along with Homer, his near-contemporary).
Constituting some of the earliest known works of literature in European history, the poems of Hesiod describe the creation of the cosmos, the history of the gods, the life & concerns of a simple shepherd in rural Greece, and agricultural knowledge and techniques, and all, as scholar Robert Lamberton wrote, in a voice that is ""idiosyncratic, ironic, self-conscious...appropriating proverbial wisdom...and transforming it into a discourse that is as much an account of poetry as it is an account of the world."" [Robert Lamberton, Hesiod, Yale Univ. Press]",https://images.gr-assets.com/books/1368576942m/229575.jpg,229575,3.95,1827,36,https://www.goodreads.com/book/show/229575.Hesiod,Poetry,eng,0
Scattered Poems,,"Spontaneous poetry by the author of On the Road, gathered from underground and ephemeral publications; including ""San Francisco Blues,"" the variant texts of ""Pull My Daisy,"" and American haiku.
HERE DOWN ON DARK EARTH
before we all go to Heaven
VISIONS OF AMERICA
All that hitchhikin
All that railroadin
All that comin back
to America --Jack Kerouac",https://images.gr-assets.com/books/1428902356m/260683.jpg,260683,3.75,1809,55,https://www.goodreads.com/book/show/260683.Scattered_Poems,Poetry,eng,88
The Complete Works of Lewis Carroll,,,https://images.gr-assets.com/books/1441149401m/1654487.jpg,1654487,4.35,1774,30,https://www.goodreads.com/book/show/1654487.The_Complete_Works_of_Lewis_Carroll,Poetry,eng,1165
Slouching Toward Nirvana,,"in this place
there are the dead, the deadly and the dying.
there is the cross, the builders of the cross and the burners of the
cross.
the pattern of my life forms like a cheap shadow
on the wall before me.
my love
what is left of it
now must crawl
to wherever it can crawl.
the strongest know that death is 
final
and the happiest are those gifted with the
shortest journey.",https://images.gr-assets.com/books/1407709758m/39773.jpg,39773,4.0,1762,93,https://www.goodreads.com/book/show/39773.Slouching_Toward_Nirvana,Poetry,eng,288
Satan Says (Pitt Poetry Series),,"Poems examine life as a child, a woman, and a mother; death; and our relationship to the world. This book, Olds's first, was published when she was 37, and it launched her Pulitzer-winning career.
I am trying to write my
way out of the closed box
redolent of cedar. Satan
comes to me in the locked box
and says, I'll get you out. Say
My father is a shit. I say
my father is a shit and Satan
laughs and says, It's opening.",https://images.gr-assets.com/books/1315093416m/162902.jpg,162902,4.21,1742,76,https://www.goodreads.com/book/show/162902.Satan_Says,Poetry,eng,72
Edgar Allan Poe: Complete Tales and Poems,,,https://images.gr-assets.com/books/1496710177m/23920.jpg,23920,4.48,1699,111,https://www.goodreads.com/book/show/23920.Edgar_Allan_Poe,Poetry,eng,864
المانيفستو,,"dywn jdyd Sdr f~ ynyr 2013......kHSd mbdy'~ l`myn mn lthwr@ w lHy@ w 'shy 'khr~
n~ r'yt lywm...lSwr@ mn br@
w qlt lHsyn ls@ ....Hymwt kmn mr@
n~ r'yt lywm ....fym yr~ lthy'r
n lHsyn mlmwm ...fwq jthth `skr
bydGdGwh blshwm
kl 'm yyj~ yqwm
w n lbshr wqf@
tbk~ bdl m tHwsh
w n l`lm mSfh
m lswnk~ w lkhrTwsh
w n lTryq mfrwsh...bldm llakhr...
n~ r'yt lywm...
ldm ` laysh....
w n lHsyn Hn....
w mhm tqtl `ysh",https://images.gr-assets.com/books/1356926142m/16170625.jpg,16170625,4.21,7978,1114,https://www.goodreads.com/book/show/16170625,Poetry,ara,143
كبرتُ ونسيت أن أنسى,,"qlw ly dy'man: tkbryn wtnsyn.
`ndm sqTtu wshjW Hjby,
`ndm 'jbrtny m`lm@ lryDyt `l~ lwqwf wwjhy llHy'T
l'nny nsyt 'n 7 x 6 = 42
`ndm nksrt drWjty wlm yshtrw ly 'khr~
lky l 'ksrh.
`ndm nksrt zjj@u rwHy
`ndm mt wldy
`ndm lm 'mt 'n
`ndm kn l`lm kthyran w'n wHdy
`ndm nHr 'khy dmyty l'n ""lbrby"" Hrm
wshTb qn@ ""sbys twn"" l'n ""lbwkymwn"" Hrm.
`ndm khl` Swr@ 'my w'by mn lbrwz wdfnh fy ldrj lmkswr
ky l tTrd lmly'k@ ..
`ndm mtl't shqwq ljdrn blshyTyn
`ndm 'jbrtu `l~ dkhwl kly@ lbnt,
HfZan `l~ `ffy.
`ndm `rDny `l~ Sdyqh llzwj,
HfZan `l~ `ffy.
`ndm mzWqtu 'Glf@ ktby l'Hmyh mn lHrq.
`ndm ktbtu qSydty l'wl~ 'sfl `lb@ lklynyks
w'n 'rtjfu mn lkhwf
`ndm shdWny mn Hjb r'sy fy 'SbwHty lsh`ry@ l'wl~ ..
`ndm Sf`ny 'khyran
qlw ly jmy`an: tkbryn wtnsyn.
lmshkl@ hy 'nny kbrtu wlm 'nsa,
kbrtu wnsytu 'n 'ns~ ..",https://images.gr-assets.com/books/1385270527m/18879551.jpg,18879551,3.67,5777,1022,https://www.goodreads.com/book/show/18879551,Poetry,ara,280
مدينة لا تنام,,"( m 'qs~ 'wly'k ldhyn yD`wnn `l~ dk@ lHtyT
ynshGlwn bGyrn ytrkwnn fy wHdtn wzHm Hnynn
wHyn yshtd 'lmhm wyjyy'hm zHmhm ytdhkrwnn )..",https://images.gr-assets.com/books/1418324416m/20765669.jpg,20765669,3.51,4358,505,https://www.goodreads.com/book/show/20765669,Poetry,ara,123
أمل دنقل: الأعمال الكاملة,,"'n syfn syfk
Swtn Swtk
'nk n mta
llbyt rb
wllTfl 'b
hl ySyr dm~ -byn `ynyk- m?
'tns~ rdy'~ lmlTkh..
tlbs -fwq dmy'~- thyban mTrz@ blqSb?
nh lHrb
qd tthql lqlb..
lkn khlfk `r l`rb
l tSlH..
wl ttwkha lhrb!
l tSlH `l~ ldm.. Ht~ bdm!
l tSlH! wlw qyl r's br's
'kl lrw'ws sw?
'qlb lGryb kqlb 'khyk?!
'`ynh `yn 'khyk?
whl tsw~ yd... syfh kn lk
byd syfh 'thklk?
jy'nk k~ tHqn ldm..
jy'nk. kn y 'myr- lHkm
syqwlwn
h nHn 'bn `m
ql lhm nhm lm yr`w l`mwm@ fymn hlk
w'Grs lsyf f~ jbh@ lSHr..
l~ 'n yjyb l`dm.
nn~ knt lk.
frsan
w'khan
'ba
wmlk!",https://images.gr-assets.com/books/1295061860m/5865674.jpg,5865674,4.31,3907,261,https://www.goodreads.com/book/show/5865674,Poetry,ara,478
لا تصالح,,"l'd lSwt~ lry'` llsh`r mHmd lshmwt~ w mshrw` Sb lSwt llqSy'd w lktb lSwty@
http://www.sebasound.com/
'w
qSyd@ l tSlH - bSwt 'ml dnql: http://www.youtube.com/watch?v=E1F0Hc...
(1)
l tSlH!
wlw mnHwk ldhhb
'tr~ Hyn 'fq' `ynyka
thm 'thbt jwhrtyn mknhm..
hl tr~..?
hy 'shy l tshtr~..:
dhkryt lTfwl@ byn 'khyk wbynk,
HsuWkm - fj'@an - blrjwl@i,
hdh lHy ldhy ykbt lshwq.. Hyn t`nquhu,
lSmtu - mbtsmyn - lt'nyb 'mkm..
wk'nkm
m tzln Tflyn!
tlk lTm'nyn@ l'bdy@ bynkm:
'naW syfni syfaka..
Swtni Swtaka
'nk n mtaW:
llbyt rbunW
wllTfl 'b
hl ySyr dmy -byn `ynyk- man?
'tns~ rdy'y lmlTaWkha bldm..
tlbs -fwq dmy'y- thyban mTraWza@an blqSb?
nh lHrbu!
qd tthql lqlba..
lkn khlfk `r l`rb
l tSlH..
wl ttwkhaW lhrb!
(2)
l tSlH `l~ ldm.. Ht~ bdm!
l tSlH! wlw qyl r's br'sin
'kluW lrw'ws swun?
'qlb lGryb kqlb 'khyk?!
'`ynh `yn 'khyk?!
whl ttsw~ ydun.. syfh kn lk
bydin syfh 'thkalk?
syqwlwn:
jy'nk ky tHqn ldm..
jy'nk. kn -y 'myr- lHkm
syqwlwn:
h nHn 'bn `m.
ql lhm: nhm lm yr`w l`mwm@ fymn hlk
wGrs lsyfa fy jbh@ lSHr
l~ 'n yjyb l`dm
nny knt lk
frsan,
w'khan,
w'ban,
wmalik!
(3)
l tSlH ..
wlw Hrmtk lrqd
Srkhtu lndm@
wtdhkaWr..
(dh ln qlbk llnsw@ llbst lswd wl'Tflhn ldhyn tkhSmhm lbtsm@)
'n bnta 'khyk ""lymm@""
zhr@un ttsrbl -fy snwt lSb-
bthyb lHdd
kntu, n `dtu:
t`dw `l~ daraji lqSr,
tmsk sqyaW `nd nzwly..
f'rf`h -why DHk@un-
fwq Zhr ljwd
h hy lan.. Smt@un
Hrmth ydu lGdr:
mn klmt 'byh,
rtdi lthyb ljdyd@i
mn 'n ykwn lh -dht ywm- 'khun!
mn 'bin ytbsaWm fy `rsh..
wt`wd lyh dh lzwju 'GDbh..
wdh zrh.. ytsbq 'Hfduh nHw 'HDnh,
lynlw lhdy..
wylhw blHyth (whw mstslmun)
wyshduWw l`mm@..
l tSlH!
fm dhnb tlk lymm@
ltr~ l`shaW mHtrqan.. fj'@an,
why tjls fwq lrmd?!
(4)
l tSlH
wlw twaWjwk btj lmr@
kyf tkhTw `l~ jth@ bn 'byka..?
wkyf tSyr lmlyka..
`l~ 'wjhi lbhj@ lmst`r@?
kyf tnZr fy yd mn SfHwk..
fl tbSr ldm..
fy kl kf?
n shman 'tny mn lkhlf..
swf yjyy'k mn 'lf khlf
fldm -lan- Sr wsman wshr@
l tSlH,
wlw twaWjwk btj lmr@
n `rshak: syfun
wsyfk: zyfun
dh lm tzn -bdhw'bth- lHZti lshrf
wstTbt ltrf
(5)
l tSlH
wlw ql mn ml `n",https://images.gr-assets.com/books/1321098669m/8471387.jpg,8471387,4.51,3563,456,https://www.goodreads.com/book/show/8471387,Poetry,ara,10
ولدت هناك، ولدت هنا,,"'Sdr mryd lbrGwthy ktbh ""r'yt rm llh"" fy l`m 1997, twq` lkthyr mn qry'h 'n ytb`h bjz thnin, yHky Hky@ m` bnh tmym l~ flsTyn. hdh lktb yrwy rHl@ lsh`ryn, l'b wlbn, bmS`bh wmbhjh wmfrqth, wfy lwqt nfsh yrwy `shr snwt (1998-2008) mn trykh llHZt lshkhSy@ lHmym@ lty yhmlh `d@ lmw'rkhwn lsysywn. mryd lbrGwthy hn yj`l mn lHmym trykhan, wmn l`br rskhan, wmn lm'lwf mdhshan",https://images.gr-assets.com/books/1260687645m/6698181.jpg,6698181,4.07,3464,613,https://www.goodreads.com/book/show/6698181,Poetry,ara,283
في عقيدة الحب كلنا يهود,,,https://images.gr-assets.com/books/1363451490m/17619475.jpg,17619475,3.62,3386,297,https://www.goodreads.com/book/show/17619475,Poetry,ara,129
عليك اللهفة,,"`l~ md~ `mrin khnt lsh`r
knt dy'm@ lnshGl `nh bktb@ m yfwqh sh`ry@
HrSt 'n tkwn lHy@ hy qSydty l'jml
ltbHthw fy hdhh lnSwS `n 'sh`ry
m hdhh lmjmw`@ sw~ mrkb wrqy@ lmr'@
mHmwl@ `l~ 'mwj llhf@, m trk lh lHb
mn yd sw~ lltjdyf bqlm",https://images.gr-assets.com/books/1415543508m/23519886.jpg,23519886,3.35,3109,463,https://www.goodreads.com/book/show/23519886,Poetry,ara,165
صديقي الله,,"lTflu mt~ `rf 'nh mn 'srb lTfwl@ lbryy'@
lm y`d mnh .
lTflu mt~ Sr y`rf
kyf yrsm lmhndsu lbyta
hrbt mn Suwarh khTwTu lHbW wljmli lSGyr .
lbsyT mt~ `rf 'nh bsyT
lm y`d bsyT
lnsnu mt~ `rf lHqy'q
sqT `n sryr l'Hlm .
.
.
.",https://images.gr-assets.com/books/1295252549m/10243089.jpg,10243089,3.76,3101,800,https://www.goodreads.com/book/show/10243089,Poetry,ara,71
قصر الكلام,,"<>
bhdhh lklmt, khtr l'stdh jll `mr 'n y`rf nfsh dwman. w bh, knt rwH hdh lktb",https://images.gr-assets.com/books/1350895778m/16101638.jpg,16101638,4.18,2877,220,https://www.goodreads.com/book/show/16101638,Poetry,ara,408
كبرت ونسيت أن أنسى,,"qlw ly dy'man: tkbryn wtnsyn.
`ndm sqTtu wshjW Hjby,
`ndm 'jbrtny m`lm@ lryDyt `l~ lwqwf wwjhy llHy'T
l'nny nsyt 'n 7 x 6 = 42
`ndm nksrt drWjty wlm yshtrw ly 'khr~
lky l 'ksrh.
`ndm nksrt zjj@u rwHy
`ndm mt wldy
`ndm lm 'mt 'n
`ndm kn l`lm kthyran w'n wHdy
`ndm nHr 'khy dmyty l'n ""lbrby"" Hrm
wshTb qn@ ""sbys twn"" l'n ""lbwkymwn"" Hrm.
`ndm khl` Swr@ 'my w'by mn lbrwz wdfnh fy ldrj lmkswr
ky l tTrd lmly'k@ ..
`ndm mtl't shqwq ljdrn blshyTyn
`ndm 'jbrtu `l~ dkhwl kly@ lbnt,
HfZan `l~ `ffy.
`ndm `rDny `l~ Sdyqh llzwj,
HfZan `l~ `ffy.
`ndm mzWqtu 'Glf@ ktby l'Hmyh mn lHrq.
`ndm ktbtu qSydty l'wl~ 'sfl `lb@ lklynyks
w'n 'rtjfu mn lkhwf
`ndm shdWny mn Hjb r'sy fy 'SbwHty lsh`ry@ l'wl~ ..
`ndm Sf`ny 'khyran
qlw ly jmy`an: tkbryn wtnsyn.
lmshkl@ hy 'nny kbrtu wlm 'nsa,
kbrtu wnsytu 'n 'ns~ ..",https://images.gr-assets.com/books/1385822996m/19039662.jpg,19039662,3.67,2555,464,https://www.goodreads.com/book/show/19039662,Poetry,ara,280
مرآة تبحث عن وجه,,"Hsnan .. lysa hdh mknt 'wd 'n 'f`lh , lqd f`lth lHy@ fyny
hya mn j`lt mny Tflan yshykh , hy lty tkbr w t`ks `umrh
lkbyr `ly, HtW~ nbt `l~ Hzny tj`yd!
qlt ly 'my fy Tfwl@ l 'dhkrh: "" Hdhr y wldy 'n tuSbH kbyran
f'wl myntjh `mrka l'khWdh fy Tryq@ lykbr hw: fqduk!""
w 'khdht tHdthny `n l'Sdq lGy'byn, 'wly'k ldhyn kbrw
thm trkwn wHydyn, 'wly'k ldhyn l ytdhkrwn Ht~ mlmH Tfwltn...
Hdhri 'n tkwn mthlhm!
w l'ny frG jdan, 'lwku lntZr b'Sb`y, w 'tsk`u wHydan `l~
qr`@ lTryq..
wjdutny hkdh, 'nmw dwn `lmy l'SbH kbyran, 'mrs lktb@ k~
'strdW Tfwlty, w 'rdd l'sm lty HfZth mudh knt tmtm, w 'uHwl
'n 'qT` bskyn Gybhm Trf dhkrty.",https://images.gr-assets.com/books/1347293152m/16001623.jpg,16001623,3.67,2544,322,https://www.goodreads.com/book/show/16001623,Poetry,ara,173
ناس كافيه,,"hdh ldywn
l~ lsd@ lly mhtmyn
bshrb lqhw@ wlnykwtyn
w`shq mnyr wSwt fyrwz
wdmn 'y shwkwlth
..
l~ lsd@ lly bbsT@
ymwtw f kl shy swd
wbyHbw lq`d ` l'rD
wby`dw lnjwm bllyl
wbyHbw lmTr jdan
wyrtHw lSwt 'nGm
l~ lsd@ lly lsWh tmm",https://images.gr-assets.com/books/1387368632m/19545061.jpg,19545061,3.84,2364,312,https://www.goodreads.com/book/show/19545061,Poetry,ara,200
ما معنى أن تكون وحيدًا؟,,"l '`lm tmman hl 'khT' 'by Hyn smny fhd !!
hl kn yjb `lyh 'n ysmyny fqd ?
fqd l`wd@ !
n`m fqdt l`wd@ l~ mn 'Hbbt..
ldhyn 'rGmwn `l~ lktb@,
wHdhm l yqr'wn ln shyy'an",https://images.gr-assets.com/books/1357424362m/17211138.jpg,17211138,3.33,2305,300,https://www.goodreads.com/book/show/17211138,Poetry,ara,167
