author_id,name
45309,Jack Whyte
45315,Justin Cronin
45317,Allan Ahlberg
45374,Susan Orlean
45388,Liz Prince
45396,Robert L. Heilbroner
45427,Adele Parks
45429,Jeffrey Brown
45461,Roman Dirge
45465,Randa Abdel-Fattah
45497,John McGahern
45502,Craig Raine
45539,Keith Richards
45592,Jennifer Niven
45687,Doug TenNapel
45712,Katherine Mansfield
45726,David Hume
45763,Ryan North
45768,Robert Hurley
45812,James Strachey
45840,Elizabeth Kolbert
45882,Percy Bysshe Shelley
45886,Lisa Moore
45915,Joshilyn Jackson
45922,Lionel Shriver
45938,Joy Fielding
46027,Guy Delisle
46051,Rachel Cusk
46097,Richard Paul Evans
46110,Randall Jarrell
46118,David Nicholls
46130,William Nicholson
46138,Ellen Datlow
46174,Jon Gordon
46204,Arlene Mosel
46273,Candace Fleming
46465,Alan Sheridan
46474,Patrick Carman
46540,Eileen Wilks
46554,Diane Keaton
46603,Ruskin Bond
46688,Patricia Polacco
46740,John Sherrill
46741,Elizabeth Sherrill
46749,Martin J. Rees
46786,George Leonard
46976,Amanda Stevens
46994,Mark Teague
47072,John Hart
47104,Melina Marchetta
47105,Monica McInerney
47260,Morris Gleitzman
47290,Jaclyn Moriarty
47312,Jack Gantos
47387,George P. Pelecanos
47391,Patrick McCabe
47406,W. Michael Gear
47407,Kathleen O'Neal Gear
47421,Dino Buzzati
47499,Paullina Simons
47555,Peter C. Brown
47586,R.J. Hollingdale
47594,Alexander Nehamas
47672,Trenton Lee Stewart
47694,Pat Schories
47762,Carlo Pagulayan
47788,Michael Shermer
47792,Fiona McIntosh
47834,James Howard Kunstler
47980,Elizabeth Brundage
47991,Alan Garner
48067,Kerry Greenwood
48190,Amanda Ashley
48192,Gena Showalter
48206,Karen Marie Moning
48305,Cornelius Ryan
48355,Brian Evenson
48397,Nancy A. Collins
48403,Anthony Everitt
48450,Jim Bouton
48557,Chelsea Cain
48591,Robert Frank
48628,Murray Silverstein
48885,Kate Wilhelm
48888,Damon Knight
48890,Robert Hughes
48895,Linda Fairstein
48897,William F. Wu
48913,Faye Kellerman
48940,Rita Golden Gelman
48942,Morton Rhue
48960,Walter Jon Williams
48965,Cokie Roberts
49028,Jet Mykles
49083,Giorgio Agamben
49103,Jeanne Kalogridis
49111,Samuel R. Delany
49177,Shannon Hale
49185,Brian Augustyn
49187,Noor Al-Hussein
49193,Helen Frost
49216,Quentin Crisp
49229,David Ebershoff
49347,Jean Hegland
49381,Kat Martin
49417,Kris Radish
49420,Janet Ahlberg
49513,Doug Beason
49538,Nancy Pickard
49612,Ariana Franklin
49625,Jennifer Egan
49680,Mia Couto
49699,Jackie Collins
49986,George Packer
49988,Mark Halperin
50040,J.M. DeMatteis
50060,Gregory Rabassa
50071,Bohumil Hrabal
50090,Sharon Olds
50110,Thomas Buergenthal
50218,David Sobel
50258,Marion Chesney
50274,Sarah Darer Littman
50314,James Hogg
50319,Edward D. Hoch
50325,Thomas de Quincey
50418,Joel Schick
50428,Danny Wallace
50568,Robyn Schneider
50573,Thomas Christopher Greene
50581,Sharan Newman
50690,Sara Gran
50758,John Vaillant
50778,Claire Nicolas White
50786,Elizabeth Goudge
50802,James Wyatt
50873,L.J. Smith
50886,Sabrina Jeffries
50901,Elizabeth M. Rees
50973,Israel Regardie
51118,Jenna Black
51185,Philip E. Tetlock
51204,Alastair Reynolds
51229,John  Williams
51287,Alexander Hamilton
51289,James Lincoln Collier
51304,Catherine Anderson
51484,Paul Zindel
51488,Cleo Coyle
51518,John Skipp
51527,Cynthia Kadohata
51535,Edward Bloor
51552,Simon Reynolds
51563,Ahdaf Soueif
51565,Carol Gilligan
51589,Chitra Banerjee Divakaruni
51596,Zane
51694,Warren St. John
51746,John Locke
51808,Vicente Huidobro
51838,Sue Heap
51924,Nate Powell
51942,Sharon M. Draper
52008,William Hootkins
52051,S.D. Perry
52060,Leonard Cohen
52071,Axel Scheffler
52074,John Crowley
52180,Chris Sprouse
52181,Robert Rodi
52218,Ben Marcus
52292,Tom Holland
52310,Joanna Russ
52320,Elizabeth Wein
52458,Luis Alberto Urrea
52472,Steven Blush
52527,Allison Brennan
52578,Elizabeth Bowen
52601,N.H. Kleinbaum
52609,Deeanne Gist
52683,Jorge Amado
52717,Eva Rice
52727,Steve McNiven
52760,Frida Kahlo
52800,Mark Olshaker
52832,Anne Enright
52850,Maurice Hindle
52852,Diane Mowat
52922,Ted McKeever
52923,John Van Fleet
52924,David Lapham
52926,Paul Chadwick
52927,Kilian Plunkett
52930,Malcolm Jones III
52942,Hugh Fraser
52943,Marjorie Holmes
52956,Sally Beauman
52980,Rick Remender
52989,Julie Anne Peters
53010,Darren Aronofsky
53047,Scott Heim
53088,Patrick McDonnell
53249,Dan Gutman
53255,Megan Lindholm
53259,Stella Gibbons
53291,Tonya C. Cook
53292,Paul B. Thompson
53301,Nancy Varian Berberick
53307,Ellen Porath
53350,Howard Pyle
53354,Neil Philip
53498,Bo Hampton
53501,George R. Stewart
53519,Thomas Malory
53530,Rien Poortvliet
53535,Will Thomas
53559,Katsuhiro Otomo
53574,Elizabeth Chandler
53597,Scarlett Thomas
53645,Deborah Curtis
53686,Mary Blayney
53687,Mary Kay McComas
53761,Howard Schultz
53762,Dori Jones Yang
53793,Geronimo Stilton
53903,R.F.C. Hull
53935,Susan Campbell Bartoletti
53936,Philip Kerr
53958,Kate Collins
53959,Gail Collins
53974,Alex   Sanchez
53979,Shane Davis
54066,Andre Agassi
54069,Denise Mina
54124,John Lee Hancock
54195,Anthony de Mello
54208,John E. Douglas
54360,Eduardo Risso
54362,Clem Robins
54451,Jim Lynch
54462,Carol Emshwiller
54475,Mike Resnick
54493,Kristin Hannah
54497,David French
54520,Giles Tremlett
54521,Hampton Sides
54552,Malcolm Bradbury
54584,Tom Bissell
54620,David Michaelis
54647,Malcolm Bowie
54662,Maggie Osborne
54711,Janell Cannon
54738,Piri Thomas
54751,Robert Alexander
54816,Wayne Johnston
54848,Trina Robbins
54918,John McCrea
54919,Carlos Ezquerra
54925,Goran Parlov
54926,Amanda Conner
54927,Jimmy Palmiotti
54930,Clayton Crain
54931,Katharine Graham
54937,Marc Silvestri
54958,Linda Castillo
54993,Ilan Stavans
55084,Maira Kalman
55094,Colin Dann
55201,Calvin Trillin
55215,Junot Diaz
55279,Judith St. George
55311,Anne Cassidy
55349,Richard Siken
55397,Nadine Gordimer
55409,Brian Bolland
55473,Jeremy Scahill
55474,Cherry Adair
55547,Jack Campbell
55572,Trina Paulus
55640,Ayelet Waldman
55686,William Simpson
55688,Charles Fleming
55704,Andrew Chaikin
55726,Gloria Fuertes
55727,Jonathan Haidt
55743,Jhonen Vasquez
55794,Roberto Aguirre-Sacasa
55804,Rick Magyar
55811,Mark Buckingham
55812,Humberto Ramos
55813,Parker J. Palmer
55825,H.R. Millar
55830,Aaron Johnston
55943,Natasha Friend
55950,John M. Cooper
56019,Jeri Smith-Ready
56041,Patricia Crampton
56056,Jerrold M. Packard
56059,Alex Maleev
56064,Marlon James
56067,Ann Cleeves
56083,Jim Davis
56162,Norman Partridge
56223,Joshua Ferris
56224,Ally Carter
56271,Robert I. Sutton
56353,Neal Asher
56358,Rene Denfeld
56370,Michael Thomas Ford
56415,Christopher Durang
56688,Barbara Firth
56700,Crockett Johnson
56710,Nigel Calder
56747,Lynn Cullen
56750,Caroline Kennedy
56785,Tova Mirvis
56829,Carol Rose
56836,Simon Mawer
56943,James Turner
56952,Roz Chast
56968,Andrew Bromfield
57061,John Lydon
57085,Ernest H. Shepard
57108,Gloria Steinem
57139,Tommy Tenney
57193,Alastair Hannay
57198,Amanda Grange
57210,Ellis Farneworth
57239,Alyson Richman
57267,Richard Erdoes
57285,Mike Allred
57294,Maurice Druon
57345,Jill Ciment
57441,Rebecca Tobin
57450,Laura       Martin
57461,Elizabeth Haydon
57462,Eva Ibbotson
57501,Michael Frayn
57639,Thomas Paine
57651,John Stuart Mill
57720,Clark Ashton Smith
57721,W.W. Jacobs
57728,Jim Turner
57739,Robert W. Chambers
57742,Gary Frank
57771,Robert J. Shiller
57795,Richard Wiseman
57798,Robert Wright
57858,Clay Griffith
57862,Rolf Potts
57914,Susan McAliley
57925,Assata Shakur
57952,Jim Krueger
57983,Newt Scamander
57990,Kennilworthy Whisp
58024,Wil Huygen
58128,John Ney Rieber
58174,Richard L. Allington
58220,James Lundquist
58306,Mary Connealy
58455,Pam Grout
58480,Alton Brown
58511,Diane Ravitch
58512,Carol Brown Janeway
58592,Leo Janos
58593,Ben R. Rich
58605,Maggie Nelson
58703,Richard Polt
58846,Laurie Faria Stolarz
58851,Hilary Mantel
58856,Michael   Shea
58917,Eiji Yoshikawa
58918,Helene Hanff
58971,Joe R. Lansdale
58990,Carol Tavris
59027,Caroline Alexander
59060,John Steakley
59061,Robert Fisher
59093,Kobi Yamada
59137,Tom Veitch
59150,Evan Dorkin
59165,Tim Lebbon
59166,Dana White
59314,Saul D. Alinsky
59335,Parley P. Pratt
59390,Grace Lin
59446,Sherryl Woods
59483,Nintendo
59542,Peter Benchley
59543,Peter Godwin
59562,Jeffrey Gantz
59567,Ctein
59624,Grace Frick
59705,Jack Kornfield
59746,Rose D. Friedman
59749,Chris Riddell
59840,Jock
59841,Andy Diggle
59910,Frank Conroy
59948,Annie Cohen-Solal
59972,Kate White
59975,Eugen Herrigel
60033,Antonio R. Damasio
60060,Franco Urru
60061,Brian Lynch
60159,William Dalrymple
60177,Guy Gavriel Kay
60230,David Keirsey
60231,Marilyn Bates
60286,John E. Woods
60390,Susan Meissner
60394,Kathleen Norris
60399,John  Ford
60441,Nicholas D. Kristof
60459,Laura Lippman
60478,Marianne Curley
60522,David Sutton
60566,Gemma Townley
60577,Lee Nichols
60636,Simon Scarrow
60646,Donna Andrews
60697,Fred Chappell
60750,Margaret Drabble
60913,Eula Biss
61015,Christos Tsiolkas
61031,Jonathan Emmett
61073,Cecelia Holland
61088,Esther Freud
61105,Dr. Seuss
61115,Matthew Skelton
61124,Chetan Bhagat
61150,Nikki Turner
61173,Kathy Hepinstall
61216,Niko Henrichon
61230,Paul Pope
61231,Scott Beatty
61238,Steve Alten
61277,A.C. Crispin
61314,Olivier Coipel
61317,Lee Weeks
61318,Scott Kolins
61319,Pasqual Ferry
61322,David Finch
61324,Mark Morales
61330,Adam Kubert
61333,Danny Miki
61338,John Totleben
61366,Michael Lark
61367,Steve Epting
61368,Mike Perkins
61369,Daniel Knauf
61371,Patrick Zircher
61374,Pablo Raimondi
61379,Trevor Hairsine
61382,Matt Fraction
61384,Marc Guggenheim
61385,David Aja
61386,Darwyn Cooke
61388,Tim Sale
61542,David M. Kennedy
61561,Pam Adams
61659,Cameron Dokey
61707,Linda Sue Park
61714,James L. Swanson
61762,Margaret Maron
61792,Lysa TerKeurst
61831,Jason Zweig
61835,Alex  Robinson
61853,Ed McGuinness
61859,Sarah Dunn
61904,Doug Braithwaite
61911,Justin Gray
61913,Mary Jo Duffy
61914,Mike Zeck
61919,Kevin O'Neill
61925,Jim Aparo
61926,Mike DeCarlo
61934,Dorothy Gilman
61935,Paul Dini
61939,Mark Cotta Vaz
61955,Mike W. Barr
61956,Jerry Bingham
61957,Les Daniels
61958,John Shirley
61959,Kelly Jones
61961,Trevor Von Eeden
61962,Russell Braun
61964,Steve Oliff
61969,Bill Wray
61970,Neal Adams
61983,George Pratt
61986,Richard Maxwell
62085,Daniel Judson
62104,Skottie Young
62105,Mike Norton
62110,Paul Brickhill
62153,Bette Bao Lord
62156,Mark Kreighbaum
62263,Kathleen Tessaro
62284,Heather Lende
62303,Cass R. Sunstein
62448,Kieran Scott
62453,Robert Sharenow
62538,Thomas H. Johnson
62561,Rex Gibson
62577,Henry Nash Smith
62584,Stephen Koch
62650,David von Drehle
62707,Shunryu Suzuki
62752,Mary Jordan
63095,Andrew Clements
63115,Sophie Blackall
63116,Annie Barrows
63189,Khushwant Singh
63220,Rick Veitch
63221,Alfredo Alcala
63341,Paul Cornell
63345,Nancy Leigh DeMoss
63392,Anita Jeram
63460,Joseph Finder
63533,Cathy Cassidy
63537,Sandor Ellix Katz
63607,Craig Johnson
63611,Connie Brockway
63630,Beth Hoffman
63650,Robert Dugoni
63669,A. Lee Martinez
63681,Elinor Lipman
63760,Steven Callahan
63764,Steve Rolston
63765,Chris Samnee
63767,Brian Hurtt
63770,Duncan Fegredo
63801,Jeremy Tambling
63807,Ken Bruen
63859,James Madison
63860,John Jay
63898,Julia Quinn
63924,Yvonne Gilbert
63972,Daniel Coyle
63983,Nancy Werlin
64028,Sarah Weeks
64096,Alfonso Ortiz
64129,Claudia L. Johnson
64177,Olaf Stapledon
64197,Nancy White
64201,Anne Capeci
64208,Toni Buzzeo
64216,Dawn Cook
64280,Ludwig Bemelmans
64319,Alfie Kohn
64364,Jacquelyn Frank
64456,Antonio Tabucchi
64495,Quentin Tarantino
64504,Sidney Lumet
64565,Berkeley Breathed
64716,Philip Larkin
64736,David Finkel
64761,Anne Applebaum
65124,Oliver Goldsmith
65129,Gentry Lee
65135,Daniel Woodrell
65137,Shelly Laurenston
65157,Zindel V. Segal
65158,Mark         Williams
65189,Louise Rennison
65276,Ewald Osers
65333,LeUyen Pham
65334,Peter Ferguson
65335,Michael Buckley
65381,Linda Sunshine
65391,Herbie Brennan
65466,Jeffrey Steingarten
65471,Robert Lynn Asprin
65483,Richard H. Thaler
65542,Robert Chandler
65678,Miranda July
65733,Saul Singer
65890,David Lipsky
65944,Steve Kluger
65959,Tiffanie DeBartolo
65967,Alessandra Balzer
65974,Leon Trotsky
65987,Wendy Beckett
66037,Eliyahu M. Goldratt
66179,Mark Batterson
66216,Robert M. Edsel
66349,Michael Henry Heim
66350,Richard Gilman
66365,David Kelley
66409,Paul Arden
66497,Eric Powell
66579,Phillip M. Hoose
66631,Marisa de los Santos
66700,Robert E. Howard
66749,Michael Dobbs
66919,Michael Neve
67031,Jeanne Ray
67202,Lee Goldberg
67262,Jill McCorkle
67276,Joan Wolf
67295,Madeleine Wickham
67296,Gillian Beer
67362,Louise Simonson
67379,Keiji Nakazawa
67412,Nancy Pearl
67431,Sara Mackenzie
67481,Colleen Gleason
67487,Charles Martin
67629,Ramachandra Guha
67681,Ed Viesturs
67810,Paul Fleischman
67820,Joanna Trollope
67939,Janette Sebring Lowrey
68038,George Cruikshank
68144,Ngaio Marsh
68286,Robert T. Bakker
68407,Justin Scott
68580,Brian Massumi
68588,Felix Guattari
68593,Peter Weiss
68610,Dovid Bergelson
68613,Theodor Fontane
68750,Liz Jensen
68764,Patrick Parrinder
68790,Neal Gabler
68794,Alan Gratz
68871,Sherryl Jordan
68959,Gene Luen Yang
68992,Ali Smith
69007,Beatrice Sparks
69010,Marie de France
69030,Andrew Robinson
69237,Glyn S. Burgess
69416,Robert D. Hare
69435,Po Bronson
69480,Sharon G. Flake
69521,Stephen Kendrick
69766,Roberto Gonzalez Echevarria
69803,Fiona Patton
69892,Constance Garnett
69954,Betty Radice
69998,Yoko Ono
70026,Scott Snyder
70090,Ross Macdonald
70102,Paulette Jiles
70167,Henry Kuttner
70180,Hal Clement
70454,Edward Bryant
70532,Hiroyuki Asada
70540,Ivan Doig
70663,David H. Goldsmith
70667,Zeb Wells
70744,Patricia C. McKissack
70750,Harold Keith
70751,Christopher Collier
70772,Nancy Bond
70868,Jerry Pinkney
70906,John Harwood
70916,Jessica Shattuck
70978,Jim Kjelgaard
70993,Michael Bond
71059,Lisa Mondello
71155,Austin Grossman
71170,William Kent Krueger
71247,Laura Kipnis
71311,Amy Belding Brown
71339,Al Davison
71438,Joyce Maynard
71644,Hannah Tinti
71688,Nalini Singh
71826,Kimberly Kirberger
71922,Sylvia Brownrigg
71955,Arthur Hailey
72005,Andrew Sinclair
72027,Jean Hanff Korelitz
72039,Roberto Bolano
72120,Arthur Ransome
72144,Helen Oxenbury
72154,Gsn knfny
72183,Jonathan Weiner
72229,Henry Gifford
72230,Aylmer Maude
72237,Lynne Reid Banks
72345,Rosemary Mahoney
72401,Daniel Kahneman
72451,Jonathan Maberry
72477,Suzan-Lori Parks
72538,Robert Holdstock
72545,Michelle Knudsen
72580,Lucy Diamond
72583,Michael Dirda
72605,Arthur Rimbaud
72678,Catherine Jinks
72703,Samuel Butler
72718,James Kirkup
72818,Betsy Lewin
72819,Pam Houston
72887,Camilla Lackberg
72896,Eliot Schrefer
72900,Elizabeth Lesser
72931,John Burnham Schwartz
72932,Lee Smith
73021,Booth Tarkington
73034,Juan Gabriel Vasquez
73039,Michael Glenny
73068,Margaret Canovan
73149,Scott Lynch
73182,Deborah Copaken Kogan
73187,Kevin    Wilson
73322,Alice Steinbach
73337,Norman Bridwell
73361,Maryanne Vollers
73494,Jean Lee Latham
73639,frwG frkhzd
73699,Laura Ruby
73733,Ben Lerner
73755,Jerry Bridges
73781,Laurence M. Porter
73812,Jack McDevitt
73947,`l l'swny
73962,Peter     Stark
73977,Lisa Renee Jones
74046,D.J. MacHale
74078,Sandra Dallas
74189,Lisa Lutz
74226,Teresa of Avila
74248,Radclyffe Hall
74253,Meghan Daum
74305,Sinan Antoon
74339,Steve Leialoha
74355,D.T. Suzuki
74480,Geoffrey of Monmouth
74488,Victoria Laurie
74489,Victoria Thompson
74499,Ted Bell
74506,Melissa Senate
74531,Helen Lester
74538,Louise L. Hay
74554,Louisette Bertholle
74555,Simone Beck
74610,Brian Wansink
74640,Jacqueline Woodson
74646,Roger Lea MacBride
74876,Mo Hayder
75055,Mahmoud Darwish
75091,Fred Gipson
75230,Kritina Holden
75231,Jill Butler
75232,William Lidwell
75287,Jean-Dominique Bauby
75375,Karen      Rose
75399,Priscilla Cummings
75548,Ed Glinert
75603,Shiro Amano
75640,Pam McAllister
75690,Wendy McClure
75749,Billy Goldberg
75828,Eduardo Barreto
75843,Barbara Pease
75844,Allan Pease
76172,Ernesto Che Guevara
76288,Barry N. Malzberg
76328,Christina Stead
76360,Matt Haig
76373,Johanna Burton
76385,Douglas Carlton Abrams
76405,Loretta Chase
76413,Martin Handford
76471,George Alec Effinger
76671,Kyle Mills
77009,Mick Inkpen
77079,Brian Lies
77098,Raymond Briggs
77129,Jonathan Rosen
77162,Michael J. Fox
77185,Brett Matthews
77186,Will Conrad
77190,Simon Wiesenthal
77295,Martin McDonagh
77318,John Donne
77325,William Inge
77397,Jill Lepore
77556,Leopold von Sacher-Masoch
77616,Allen Drury
77989,Heraclitus
78024,Susan Palwick
78084,David Lawrence
78514,Daniel B. Smith
78730,Simon Bisley
78753,Jay Papasan
78754,Gary Keller
79136,Andrea DiVito
79170,Tanuja Desai Hidier
79303,Camron Wright
79396,Johannes Kepler
79407,Patricia Crick
79510,Sebastian Barry
79589,Alex Flinn
79787,Laurie Lee
79805,Bob Gale
79885,Dara Joy
79889,Michael Arndt
79922,Megan McCafferty
79949,Cathy Holton
80095,Richard B. Pelzer
80126,Adrian Mitchell
80147,Christos H. Papadimitriou
80212,C.J. Sansom
80294,Frank W. Abagnale
80702,Leslie Feinberg
80719,Monica Wood
80760,Siobhan Dowd
80769,Jessica Anthony
80808,Helen Oyeyemi
80984,James Herbert
81011,E. Lynn Harris
81016,Toni L.P. Kelner
81017,Kat Richardson
81034,Helen Schulman
81096,Chris Wooding
81190,Paula Vogel
81221,Dick Giordano
81242,Matthew J. Costello
81319,Laila Lalami
81323,Paul Heins
81373,Valmiki
81466,A.A. Milne
81605,Lillian Hoban
81619,Daniel J. Levitin
81672,Jay Burreson
81673,Penny Le Couteur
81704,Jerry Bledsoe
81919,Malcolm Heath
82078,Bryan Peterson
82096,Donald Fanger
82467,Clare B. Dunkle
82526,Paul Starr
82531,Amartya Sen
82540,Sara Douglass
82570,Gregg Hurwitz
82603,Cathy Marie Hake
82926,Frank Norris
82969,Ken Akamatsu
82991,David King
83056,Cody McFadyen
83081,Tom Lichtenheld
83085,Celia Rees
83086,Gaelen Foley
83099,Cornelia Meigs
83180,Delia Ephron
83267,James Gurney
83288,Paul Bailey
83308,David Farland
83357,Avram Davidson
83396,Willo Davis Roberts
83497,Julian Thompson
83562,Bo Caldwell
83714,Matthew Reilly
83727,Steven Hall
83937,Richard Laymon
84062,David Catrow
84099,Katharine Hepburn
84124,Bob Grant
84220,Kimberla Lawson Roby
84447,Hector Tobar
84484,Warren G. French
84719,Robert Lopshire
84728,Michelle Richmond
84907,Evaline Ness
84994,Cristina Henriquez
85169,Michael Turner
85170,Bernard Wolfe
85232,Jarrett J. Krosoczka
85261,Paul Carus
85288,Benedict Freedman
85342,Bernard Crick
85545,Kristen Britain
85715,Burne Hogarth
85746,Kate Christensen
85858,Stephen Sondheim
85928,William Rodarmor
86003,Richard J. Evans
86085,Blue Balliett
86097,Katie Fforde
86098,Clarice Lispector
86137,Dave Wolverton
86265,Jean Ferris
86404,E.M. Forster
86462,Mary Pat Kelly
86475,James P. Blaylock
86488,Wayne Faucher
86742,Diego Rivera
86778,Eloisa James
86808,John Berryman
86816,Paul Celan
86883,Jeanne Wakatsuki Houston
87028,David Auburn
87079,Omar Tyree
87184,Laura Joffe Numeroff
87205,Miho Obana
87206,Sarah Dyer
87305,Martha Wells
87306,Karen Miller
87426,`bs Sfry
87506,Beverly Barton
87532,Donald Maass
87701,Sandy Tolan
87735,Bess Streeter Aldrich
87764,Tupac Shakur
87937,Horace McCoy
87952,Stuart Hood
88014,Karl Edward Wagner
88301,Elin Hilderbrand
88314,Alice Waters
88386,Aleksandar Hemon
88420,Andrey Kurkov
88445,Kathleen E. Woodiwiss
88452,Claire Cook
88506,Joe Hill
88507,April Henry
88529,Tommy Lee Edwards
88535,Paul Levine
88550,Joseph Boyden
88581,Lynd Ward
88608,Susan Sizemore
88609,Laura Resnick
88685,Alison Goodman
88922,Kenneth Oppel
88924,Laura Childs
88934,Raquel Jaramillo
89150,Jim Balent
89366,John Dell
89367,Allan Heinberg
89368,Mark Pajarillo
89369,Doug Mahnke
89372,J.G. Jones
89373,Wade Von Grawbadger
89392,Greg Tocchini
89393,Greg Pak
89439,Sophie Jordan
89468,Richard Case
89497,Dan Curtis Johnson
89509,Steven Naifeh
89520,Jon Bogdanove
89522,Brett Breeding
89523,Rick Burchett
89525,Dennis Janke
89526,Denis Rodier
89606,Karen Berger
89610,Todd Wilbur
89614,Gene Ha
89622,Jory Strong
89815,Gilbert Sorrentino
89949,Elaine N. Aron
89986,Tabitha King
90070,Jack Ketchum
90090,Jim Grimsley
90150,Carrie Fisher
90455,Susan Grant
90475,Bernard Pomerance
90547,Alice Kimberly
90560,Pia Guerra
90578,Leanda de Lisle
90581,Elizabeth Aston
90593,Martin  Walker
90596,Teri Woods
90726,Dirk Gringhuis
90780,Nicola Griffith
90800,Clare Cavanagh
90808,Michael Dante DiMartino
90866,Zoe Archer
90990,James Crumley
91115,James Sallis
91236,Maggie O'Farrell
91312,Larry Alexander
91578,Nicholas Pileggi
91589,Joseph D. Pistone
91684,Sonia Nazario
91696,Michelle Huneven
91717,Dale Bailey
91739,Dorothy West
91787,Chas Truog
91788,Doug Hazlewood
91876,Lauren Redniss
91947,Tsitsi Dangarembga
92055,David Laskin
92148,James Jean
92149,Matthew Sturges
92198,Sara Pennypacker
92212,Robert Kimmel Smith
92333,Akhil   Sharma
92570,Julie Schumacher
92650,Pamela Clare
92710,Sally Lloyd-Jones
92725,Vince Locke
92897,Chris Eliopoulos
93012,Olivia Goldsmith
93094,John Layman
93099,Valentine De Landro
93125,Matthew Wilson
93208,Rob Liefeld
93215,Richard Starkings
93220,Daniel Waters
93221,Andrew Helfer
93345,Diane Chamberlain
93351,Michelle Magorian
93353,Abraham Verghese
93391,Peter Chan
93458,Curt Swan
93504,Lisa Jewell
93575,Meg Rosoff
93666,Rick Mofina
93726,Liz Kessler
93847,Alexander Theroux
93858,Edith Pattou
93948,Tracy B. Strong
93970,Sara Shepard
93971,Laura Wiess
93978,Steven T. Murray
94091,Kate Brian
94301,Theodor W. Adorno
94372,Ron Randall
94765,Toren Smith
94775,Gerda Weissmann Klein
94868,Jodi Lynn Anderson
94892,Karen MacInerney
95156,Michael Masterson
95190,Chris Grabenstein
95227,Ha-Joon Chang
95273,Ethen Beavers
95279,Ronald de Leeuw
95513,Laurie Colwin
95600,Mary O'Hara
95806,Rani Manicka
95863,Deborah Ellis
96056,John Stauffer
96134,Sneaky Pie Brown
96136,Wendy Wray
96150,Daniel H. Pink
96160,Lucia St. Clair Robson
96252,Scott Anderson
96373,James D. Houston
96375,Gary D. Schmidt
96407,fryd ldyn `Tr
96426,Solomon Northup
96428,Tim Hamilton
96527,Michael Booth
96531,Breena Clarke
96940,Angus Ross
97023,Bill Langley
97136,Duane Swierczynski
97228,Hannah Howell
97258,Amy Myers
97284,Mur Lafferty
97313,Elizabeth Strout
97389,Brady Udall
97783,Mary Beard
98075,Takeshi Miyazawa
98298,Anthony H. Chambers
98320,Robert Lawson
98333,Mark Irwin
98411,Rebecca Moesta
98978,Mark Ford
99042,Shannon McKenna
99044,Mary Higgins Clark
99049,Amy Wallace
99117,Sarah Beth Durst
99126,Christopher R. Browning
99356,Chris Stewart
99360,Laura Vaccaro Seeger
99420,Stewart Farrar
99421,Janet Farrar
99473,Edith Pargeter
99642,Rachel Hawthorne
99650,Wendy Mass
99685,Laurence Bergreen
99709,Ami McKay
99774,Margaret Edson
99776,James Clemens
99836,Suzanne Weyn
99849,Esther Forbes
99882,Laura Baumbach
100067,Charisse Jones
100326,Vladimir Bartol
100950,Joseph L. Henderson
101076,Charles Keeping
101078,Yasmine Galenorn
101131,Amity Shlaes
101293,Matthew Van Fleet
101398,Robert Littell
101561,Raghuram G. Rajan
101873,Cliff Richards
101887,Janet Beeler Shaw
102203,Corrie ten Boom
102291,Frank Martin
102385,Mira Bartok
102693,Andre Maurois
103021,Janice Macleod
103053,Mark Shepherd
103243,Julia Donaldson
103302,Linda Medley
103321,E.E. Knight
103599,Robin Roberts
103963,Margarita Engle
103979,Helen Castor
104017,David Small
104125,Mark Childress
104147,Thomas M. Campbell II
104238,Gilles Tibo
104271,Joe Musser
104353,Emma Dexter
104391,Craig Spector
104566,Jon Savage
104668,Lorna Sage
104713,Garcilaso de la Vega
104728,William Peter Blatty
104756,Adam Haslett
104923,E.B. Lewis
104925,Laura J. Burns
104926,Lorraine Heath
105025,Scott Berkun
105227,Renni Browne
105291,Kumar Sivasubramanian
105368,Gioia Fiammenghi
105510,Malcolm Schofield
105518,Barron Storey
105562,Linda Olsson
105630,Robert Venditti
105688,Ronald Kessler
105767,Lisa Pulitzer
105770,Barbara Cohen
105778,Shea Anton Pensa
105839,Marie Brennan
106015,Bennett Cerf
106159,Leander Kahney
106290,Rian Hughes
106463,Jay Anson
106464,Matsuri Akino
106526,John Higgins
106537,Sarah Stewart
106637,Kristin Kimball
106823,Tracy Lynn
106861,Ann Petry
107170,Jo Walton
107305,Carrie Alexander
107309,David Perlmutter
107373,Jez Alborough
107510,Val Staples
107653,Dorie Greenspan
107672,Paul Garrison
107744,Richard Bowes
107767,Robyn Carr
108173,Elizabeth Bear
108424,Patrick Rothfuss
108693,Gerald Morris
108774,Alafair Burke
108828,M. Shayne Bell
108952,Carlo Rovelli
109025,Ariano Suassuna
109354,Kirsten Miller
109590,Souad
110081,Anthony F. Janson
110234,Marcus Sedgwick
110485,Michael Palmer
110810,Ben Affleck
110982,Peter Cameron
111012,Victor Gischler
111277,Lenny Lipton
111336,Richard Allen Cave
111469,David Cunningham
111542,Martina Cole
111791,Craig Thomas
111948,Kathy Tyers
112157,Mel Bartholomew
112534,Alejandra Pizarnik
113561,Osamu Dazai
113780,John Cleland
113936,Meg Wolitzer
113942,Howard Waldrop
113983,Carol Anshaw
113986,Catherine Mulvany
114040,Brad Inwood
114266,Kevin Brooks
114283,Shannon K. Butcher
114430,Dean Ormston
