goodreads_book_id,author_ids
114725,10896|39414|901999|1197766
114737,66409|153512
114956,10896
115130,9068
115306,8355
115476,3345
115587,3466716
116053,20849
116056,6765|6233
116114,3999
116197,2688|10311|22722
116223,67379|5117|3002209
116257,545
116295,19439|1654
116326,67412
116410,27276
116413,27276
116445,14002
116483,67481
116563,11761
116564,11761
116567,11761
116597,3242
116687,1402383
116982,3619
117170,13901
117336,7970
117645,6001|1369300
117710,68286
117833,3873|9667|3057900|40254
117837,3345
117842,7779
118028,874602
118041,17541
118149,7621
118316,13009|68588|68580
118327,68593|141074|80126|30784|1091025
118345,24425
118457,7816|833117
118494,29085
118754,68871
118824,68790
118944,68959
119073,1730|6921|5444539
119079,69010|525217|69237
119089,7577
119227,10517
119239,44407|6569423|18881
119247,689512|692
119322,3618
119324,3618
119382,9068
119389,9068
119427,16346435
119485,13661|579496|73781
119489,3995
119493,3995
119502,996|189760
119550,5773
119561,1260
119730,69416
119787,1630
119790,27397|57085
119825,24655
119829,24655
119838,51942
120231,2658|3898811
120274,18130
120552,1630
121121,1077326|2927
121406,29182
121410,63760
121581,205|48888
121645,123715|42919
121646,123715|52942|387973
121648,123715
121715,1069006
121732,1069006
121749,1069006
121807,18
121809,41826
121927,9550
122125,5989|46994
122210,20704
122352,12447
122401,1041311|26082
122410,1041311|26082
122439,1041311|26082|25355|214952
122648,3565
122649,3565
122731,41322
122756,51289|70751
122856,18930|9987
122914,578|7285058
122967,6378|70868
122986,49625
123190,10652|441088
123201,16628
123408,40563
123512,8661
123598,1025097
123632,38285|100950|574570|7578482|6993242|27903
123845,12080
123933,1466
124094,19823
124272,159|115220|131431
124429,60159
124445,65466
124509,369288|163203
124524,3715|104271
124675,10657
124830,9759
124838,174708
124840,29391
124854,71922
124918,71955
125190,72120
125286,72183
125321,20524
125332,1036736
125333,1036736
125411,72237|270252
125423,3362
125507,27318|23573
125533,13730
125534,13730
125536,13730
125541,13730
125542,13730
125544,13730
125547,13730
125549,13730
125553,13730
125555,13730
125557,13730
125560,13730
125581,13730
125619,13730
125630,13730
125641,13730
125651,13730
125662,13730
125870,1624|118786
125926,7581
126061,14313
126081,1236
126185,9291
126192,72538
126232,59542
126258,8755
126512,72703
126574,578|7285058
126583,27991
126584,54208|52800
126675,8734
126730,16549
126814,3509
126820,72900
126862,16266
126873,72932
127179,72545|472036
127222,43626
127227,12806|73068
127249,3621
127335,578|7285058
127392,3529
127393,3529
127394,3529
127395,3529
127459,2526
127515,6944
127584,26
127630,68992
127645,8659
127672,4826
127712,12546
128029,569
128048,73494
128092,51484
128461,72605|3148830
128533,73812
128754,26372
128770,3535
128940,74078
128946,1221698|10763
129223,74248
129327,9494
129521,74480|3902189
129523,17065|625
129579,49417
129615,9885
129616,9885
129617,9885
129618,9885
129621,9885
129650,3465|74555|74554
129731,74610
129798,57739|147253
129876,1305302|39847
130115,7728
130352,5329
130440,7902|923847|923848|21660
130515,9599
130580,75091
130730,75232|75231|75230
130877,75375
130880,75375
130883,75375
131011,7102
131122,36746|44524
131123,36746|44524
131359,123715
131529,4414|75749
131776,4845
131845,3622
132111,17613
132314,4624490
132336,1025097
132391,6378|34636|25355
132436,10017
132464,10017|45812
132541,57462
132641,16961
132691,3465|311750
132694,76471
132778,17065
133018,14965|55686|305137|2822720|52930
133034,64565
133035,64565
133237,6251
133241,6251
133266,3389
133267,3389|196020
133268,3389|178926
133394,2533
133465,27704
133486,40882
133489,21625
133499,51304
133518,2330
133526,14635
133664,10746
133729,77162
133736,2614
133765,18015|77185|77186
133767,7625163|15412
133772,8360
133782,77190
133914,36910
133937,4229
133974,77295
134025,77318|445972
134037,77325
134891,77989|18521|151253
135106,317
135479,2778055
135836,5687
135875,2657
136081,10482
136091,8312220
136235,2387
136251,1077326|2927
136276,578|7285058
136531,44949|3905124
136599,1377209|2845951
136636,12577|11091
136637,12577|11091
136638,12577|11091
136641,12577
136782,32590
136814,106
136862,18819
137002,63460
137045,42016
137670,49699
137717,4194881
137791,3489
137883,4402|4403
137894,79805|42126|56059|329305
137918,4370
137972,19954
138069,16461
138070,16461
138202,79922
138269,80294|214254
138396,12425|16962|16966
138397,12425|16962|16966
138398,12425|16965
138399,12425|16962
138516,5000251|8164|505236
138643,27318|23573
138681,11162
138685,80212
138798,14942323|4025666|61105
138897,138207
138959,988142|30916
139069,29034
139177,1657638
139246,13084|27121|27112
139417,9550
139463,12696
139569,80702
139656,3374|37019
139987,6378|3118434
140075,17061
140076,17061
140077,17061
140079,17061
140080,17061
140082,17061
140087,17061
140089,17061
140090,17061
140091,17061
140093,17061
140094,17061
140096,17061
140181,12733
140225,1069006|25523
140260,81096
140302,123715
140337,123715
140345,16273767|123715
140475,13450|50060
140524,61934
140528,61934
140974,6252
141152,81373|2847125|4163254|3898121
141452,15590
141454,1967
141624,81673|81672
141658,81190
141958,4449652|432208|7325770|515022
142239,82078
142296,8835
142309,5951
142395,36378|1105139
142458,14220
142460,14220
142464,14220
142465,14220
142492,11315
142540,1612
142545,1612
142776,82467
142884,82540
142887,24556
142975,7486
143086,30630
143513,5031025
143555,12942
143717,578|7285058
143727,83085
144006,83267
144214,59543
144350,34049
144463,20524|83497
144538,83562
144789,83714
144792,83714
144800,83727
144925,41576
145354,49111|1221698
145397,84099
145564,3226
145789,5600
146104,2802356
146106,2802356|913590|85169
146107,2802356
146108,2802356
146109,2802356|913590|85169
146122,2802356
146123,2802356|913590|85169
146160,2802356|913590|85169
146219,12589
146274,61714
146414,6904638
146422,500|3952
146448,6904638
146466,6904638
146467,6904638
146503,6904638
146508,15291385|6904638
146548,29185
146744,48192
146746,3119
147029,61105
147039,52683|38560
147210,12940
147602,4645
147801,74046
147848,34713
147865,7116
147908,346732|48960|725899|150432|4601681|15018|4659292|70454|55409|61914|113942|3619|2924742
147915,346732
147917,346732
148584,123715
148821,26293
148875,86137
148905,6765
149049,7779
149059,7779
149170,27779
149267,3389|133241
149302,8588
149319,21625
149355,61934
149372,61934
149398,61934
149405,26457
149477,403|422740
149572,36714
149606,26970
149608,26970
149612,26970
149621,26970
149622,26970
149785,20524
149789,20524|423884
149847,1654|19439
150037,36746|44524
150236,86808|32513
150252,34336
150720,87028
150739,36122|268524
151242,22018
151350,8258
151353,8258
151370,106
151488,13757|87506|31869
151532,87532|6331
151718,45309
151740,87701
151809,87764
152052,87937
152354,48913
152380,6872556|915108
152403,49699
152407,49699
152519,4369397
152893,88420|1423867
152931,88452
153007,9237
153008,9237
153025,88506
153163,14150
153540,15450
153590,1377
153747,1624|13903|21818
153779,8596
153782,8596
153784,8596
153785,8596
153789,8596
153792,8596
153797,8596
153798,8596
153800,8596
153949,9556
154041,32638
154072,11038|1860755
154091,9226
154424,14989
154530,7338|1425345
154556,45203|22364
154765,9934|14610
154795,2688|22723|89525|89526|67362|22722|89520|36048|4960064|89522|89523|91788
154798,12736|52927|69030|234377|17303138
154808,15083|1630|81221
154929,3961|89614|2398
155104,1077326
155206,40882
155421,41942
155712,85288|849136
155987,3389
156024,7622
156377,90475
156427,12540
156462,13799
156492,1967
156510,90547
156530,24514|90560|1624574|52926
156538,1413437|206835
156565,16202
156570,19051
156617,3936
156619,3936
156621,3936
156784,32699
156809,10665
156813,10665
156865,10665|794108
156884,10665|90726
156979,6001|118135|3864880
157455,10427
157533,6436872|4844|156700|142679|8185168|81242|9355
157857,16549
157984,9346|3888313
157993,1020792|27112|4479191|5358171
158141,91578
158277,91684
158620,6583
158674,91947
158930,16628
158988,12444|55811|74339|148765|89614|261703|1385318|57285
158999,64495|32546
159056,92198|122662
159069,106|3500
159346,77616
159418,36556|586904
159666,9388
159767,92650
159848,6590
160019,17142|5496269
160149,9494|406026
160471,9018|14304|180971|40292|614767
160588,7970
160629,70993|574514
160830,1791
160852,12736|15397834
160882,32594|61388
160988,13898
161099,93351
161121,93353
161275,3961|93458|1425345|375505
161296,34429
161426,93575
161540,86137
161553,13730
161653,93726|526807
161744,57639
161789,214426
161849,36332
161887,93858
162085,93970
162086,93971
162332,35258|35262
162719,14617
162823,2448
162900,50090|325905
162902,50090
163363,94775
163365,69435
163465,1949
163620,3072763|685869
163716,3565
163815,3502
163977,585
164006,5548|72718
164154,6025722
164238,1244538
164397,95513
164428,13623
164531,7935185
164539,1949|200217
164719,5816
164721,5816
164814,95806
165032,6104
165068,92710|753631
165341,23511|96134|96136
165446,96160
165526,2802356
165555,2802356
165556,2802356|913590|85169
165782,3502
165856,96375
165908,4764
166101,96531
166580,1221698|4743
166997,51229|45497
167010,12444|55811|74339|92148
167302,16002
168323,2614
168338,3529
168403,24514|4978|98075
168406,24514|4978
168484,10697
168487,14805|192810|5334643|152686
168642,431149
168646,2778055
168655,82926|595531
168661,16201
168668,3167
168814,30799
169327,51596
169330,51596|3917714
169331,51596
169334,51596
169336,51596
169413,12696
169437,16061597|3917757
169756,31688
169762,31688
169836,3159984
169879,36122|268524
170171,10003
170175,10003
170210,17061
170436,15151
170448,3706|1392861|480685
170453,811
170529,36718
170609,1069006|25523
170632,99044
170641,99044
170650,99044
170666,99421|99420
171020,99650
171201,99774
171349,37123
171624,31234
171970,100326|430794
172327,36746|44524
172497,3453636
172691,17065
172732,76172|3892023
172912,43626
172918,43626
172944,43626
173258,26219
173572,9204
173961,82531
174354,99685
174362,43626
174948,2413
175004,32590
175094,57061|29028|29029
175113,4837
175242,38951
175243,38951
175244,38951
175319,205
175324,205
175325,205
175395,15337
175515,4624490|283573
175671,8685
175675,12584
175983,31232
176268,10333
176284,13730
176326,65335|65334
176327,65335|65334
176378,91115
176626,3368|3363
176789,8685|8686
176794,8685|34861|1223|69803|1967|28045|41194|8691|32262|6256|2772185|2843985|7250927
176797,8685
176802,8685
176850,26|8685
176860,8685
176892,4766|8685
176972,8164|7105|180439
177076,39412
177191,8588
177250,12980
177395,103302|5989
177398,3159984
177523,57639
177928,26|34859|832609
177938,26
177955,34863|412273|4580707|26
178142,317
178155,6001
178159,6001
178204,42861
178476,71688
178629,1624|218406
178788,3373474|104147
178805,15151|434505|3862441
178813,4415
178911,4624490|104238
179022,14002
179064,49177
179101,104353|76373|3880595
179142,8120|2772778
179172,2802356|913590|85169
179174,2802356
179512,4370
179639,3242
179734,90070
179780,104728
180116,5627|14545796|488518
180467,105227|5819388
180617,15123|7195|2450573|4699102
180645,578|7285058
180724,92212|105368
180739,6976
181010,1654
181086,105562
181116,26372
181133,123715
181396,578|7285058
181409,12936
181414,90581
181426,33461
181667,1657638
181694,51304
181886,34850|4841825
182012,12504
182332,8185168
182381,1413437
182496,10209
182683,3159984
183645,12793|3945296|66919
183656,13677
183742,55094
183822,38809
183904,2614|107305|17293|38217
184040,24514|90560|54925|1624574
184324,6268
184419,7014283|6404
184661,14989
184825,13229
185289,8661
185290,8661
185292,8661
185900,3706|235
185908,43626
185909,43626
185910,43626
185916,43626
185920,43626
185921,43626
186031,24610|4457930
186074,108424
186103,13957
186345,585
186369,585
186427,8185168
186749,32711
186837,31766|6453534
186857,2387
186915,2387
186926,106861
187020,7844
187022,2387
187065,6252
187124,9629
187149,5822041|475576
187181,7385
187208,109025
187407,875661|701124
187569,5223|13005|2918554|1397620|6862227|13004
187753,109354
187811,11654
188087,45712|104668
188230,16549
188275,17064|7941|71688|2465550
188454,3314
188572,2448
189147,10089
189783,9629
189802,8732|11358
190344,10657
190361,9550
190999,23012
191113,33274
191139,61105
191170,3162|72818
191212,28463|28462
191548,99042
191793,4176632
191960,2802356
192043,2802356|913590|85169
192214,1023510
192364,37020
192503,112157
192523,12479
192722,39788
192888,8734
192892,8734
192893,8734
192955,137261
193755,75287|448385
193844,6904638
193873,19916
194366,2448
194373,2448
194479,10178|1425345
194616,5179
194618,5179
194719,9018|14304|180971|114430
194746,113561|4745
194870,11593
195144,113780
195326,9388
195638,32637|14205553|6860741
195769,8143161|1128
195806,18015|453843|306751|18833|452070
196283,769|170662
196301,44061|81190
196564,114539
197132,887400|8308979
197442,32804
197457,27498
197459,27498
197513,33274
197743,27847
198719,83396
199638,72932
199687,79922
199688,79922
199741,116504
199781,167932|11654
199782,11654
199784,11654
199785,11654
199786,11654
199929,17054|17059|35022|137386
200352,49103
200963,117183|232226|278032
201138,26886|18172
201146,8722|4489
201341,5329
201345,5329
201377,44003
201385,94301|117461
201440,29542
201548,18454
201642,83937|9355
201644,83937|9355
201658,117606
201866,192891|16965445
201882,874602
202039,8660
202061,8660
202183,117895|117894
202292,93012
202372,117985
202632,33461
202769,338705
203064,97313
203267,118549|50428
203288,26
203310,6191|17877
204011,36297|269530
204040,11047
204041,11047|429889
204042,11047|2586822
204043,11047
204044,11047
204045,11047
204097,119121|119120
204103,2614
204123,35332|35333
204297,20936
204475,119376
204479,119376
205001,24514|4978|119811
205196,1002|211751|7171808
206236,37795
206309,32803|32801|32802|4112157
206857,79885
206899,121027
206962,61105
207034,2347
207365,38066
207569,7549
207682,167932|11654
207687,11654
208063,7894|754386
208161,51518|104391|4584476|61957|18351|43538|20435|58971|167606|327493|8186677|5825539|83937|18253|3389|548657|70454|490342
208631,908|33795
208729,1265|60750
208767,122139|1362751
208909,106
209194,123715
209574,9074
209577,29482
209631,122724|35760|25355
209693,8835
209966,12772|12775
210243,17065|625
210380,12546
210482,589
210825,3535
210834,6989|24390
210915,1239
210918,3618
210946,46027
211146,43691
211953,25092
212349,39467
212615,2967123
212618,63898|23294|4633|124629
212622,123715
213105,26897
213647,125308
213652,13014
213753,1318
213975,17065|717304
214332,639
214438,3681
214579,10330
214614,37218
214867,12425|125987|125989|7338
215492,123715
215541,74046
215542,74046
215543,74046
216363,4764
216398,4764
216399,4764
216422,12479
216442,12479
216443,12479
216855,16961
217376,127404|1360332
217402,8865
217518,6878
218038,9241
218427,22996
218453,12534|39099
218659,22694|573688
218661,11735
219205,12980
219362,104728
219418,20561
219535,128447
219677,18684
220680,13275
220701,13275
220741,33262
220754,90090
220969,5091
221029,39205
221059,1886
221267,52051
221282,31941
221302,21189|5799|13835|696805
222019,1003655
222063,1221698
223380,130698
223737,3167
224220,131208
224379,64761
224500,32590
224552,131380
224912,1077326
224926,1077326
225024,19005|19006
225038,131683|385574
225343,5691
225383,9678
225588,17597
225668,2357
225669,2357
225706,34872|7334340
226004,44037
226082,97228
226162,132378
226302,132458
226377,128382|436207
226378,15538|835212
226475,4764
226706,1353301
226791,9291
226973,3354|323598
227265,10330
227350,43554
227443,3090
227463,5735
227570,209|9345
227603,4370
227658,14617
227711,3505
227865,10896
228202,3389
228204,9355
228244,133522|3938610|23658|410354
228261,7625163|15412
228296,8050
228345,45374
228534,3530
228560,7565
228665,6252
228992,12980
229033,133908
229145,8476|1892274
229201,133995
229280,6268
229432,239579
229733,3873|73039
230003,625
230231,15291385|4050041
230543,13792
230747,7617|1011940
231012,26|34827
231560,5031025
231565,39402|60286
231604,26372
231786,3389
231804,762707
231813,585
231869,19838
231914,75603
231989,82540
232109,403|470404|422740
232123,1025097
232145,1025097
232188,4273|23573
232336,135959
232431,136007
232576,2560
232743,1260|3089587
232888,2832|136293
233044,11349
233093,61105
233436,41121|974451
233637,6001|5415434
233641,43626
233667,3389
233674,1654|10336|19441
233679,1654
233681,3389
233788,2617
233818,4999
234184,3441
234225,58
234489,14078
234501,14078
234671,6597
235117,63095|38120
235185,137561
235466,110982
235475,115156|115155
235718,137902
235773,8055
236017,23906
236056,6569
236093,3242|5804248
236208,9355
236557,12425|125987|125988|1074448|228586|125990|17303138|16966|12424
236857,63607
236862,63607
237209,138825
237232,3529
237234,25541|11081
237665,193
237815,44150|42460|42461
238125,17065
238127,17065
238137,17065
238139,17065
238140,17065
238141,17065|625
238142,17065|625
238460,119933
238959,26|11906
239092,65944
239100,630
239186,5869
239239,23419
239399,4763
239404,25847|33221
239509,6394
239917,3619
240007,435477
240258,1197
240373,92055
240617,32278
240976,6343|25002
241823,901977
241934,8944
242091,6976
242135,5080
242795,142037
242956,18111
243206,27847
243350,142410
243353,142410
243398,44023|8252
243399,44023
243400,44023
243401,44023|8252
243685,17854
243705,10039
243714,3670
243991,142778|8973469|29605
244100,314195
244102,314195
244338,403|422740
244383,30278|30277|2960
244422,403
244572,4260
244812,26306|17406|1313638
245054,878225
245462,3995
245645,16667
246084,84220
246127,3529
246128,3529
246225,8734
246245,9121|31173
246263,711
246277,48895
246279,48895
246422,10420|8539|6582615|65974
247000,15882
247060,1377|397
247091,34820
247093,34820
247368,42211|2387
247369,42211|2387
247370,42211|2387
247372,42211|2387
247374,42211|2387
248290,61659
248309,145092
248322,10917
248375,145129
248482,49177
248484,49177|3849945
248596,1630
248682,625
248704,11672
248871,145435|241687
248873,145435|241687
248874,145435|241687
249747,10896
249825,145952
250024,7779
250792,10697
250825,6176
251446,7711
251665,28244
251688,431149
251762,3445
251953,28574
251954,28574
251960,28574
251962,28574
251975,28574
251976,28574
252124,65466
252499,9987
252938,27498
252981,232932|3357|3358
252999,6268
253047,1085845|1418324
253984,148413|13091
254089,11762|3892|6802
254308,5326370|584780|43556
254596,36746|44524
254799,148884
255640,149386
255928,82603
256008,1055
256566,2617
256683,150038
257149,11586
257333,8661|8659|8660
257837,150701|13632
257971,346732
257990,9559
258392,22018
258468,50873
258657,151155
258905,1949
259523,19697
259538,19697
259836,869|868
259883,869|868
259912,52717
259920,61105
259978,9059
260791,73755|25836|10562
261240,4624490
261243,957|192810|31343
261331,36346
261441,4778|145941|31176
261604,57461
261689,18067
261867,30195
261873,30195
261905,22602
261950,221833
262069,8659|202960|3617|85545|6256|41194|54475|83308|2903189|88609|34850|192815|4841825|39467|44003|12991|8691|16633475
262228,9559
262356,7010931
262436,578|7285058
262731,75844|75843
263021,23503
263050,153697
263145,153732|1411091
263147,153734
263149,17059
263171,153734
263173,153732|1411091
263176,153741
263179,2357
263466,153889
263699,19928
264013,23561
264155,4046
264778,274225
265752,6904638|3270115
265767,23129
265786,6904638
266485,858
266607,25422
266765,22602
266794,22602
266904,155829
266944,12542
267243,26090
267641,42016
267667,41762
267792,15086
267869,156327
267972,10006
268598,17065|717304
268601,17065
268602,17065
268604,17065
268917,21616|14474|38120
268955,578|7285058
269322,4624490|3618
269353,157127
269362,24690|8178
269528,16
269589,30055
269746,9556
269749,9556
269795,10108
269831,630
270435,74538
270540,24514|4978|62105
271074,6468
271295,158170
271365,18015|11881861|26811|4522|169509|18834|14461|28126|66497|101873
271487,158276
272256,32498
272264,32498
272279,32498
272642,51552
272773,16667
274186,4280
274400,6760
275274,56415
275833,4619485
276767,874602
277190,25422|25421
277191,25422|25421
278097,16667
278223,5300|5456
278237,123715
278261,18062
278316,903|132598|3526174
278555,1657638
278854,4624490
279583,5369
279673,1036736
280049,36746|44524
280111,5158478
280125,1023510
280277,25422|25421
280313,11921|21346
280352,163027|2747290
280366,6861265|804604
280513,70090
280553,8944
280847,68144
280991,68144
281196,28509
281954,5329
282210,2423
282282,164127|1411091
282284,103321
282357,164153|1360332
282425,1018547|6420321
282778,3159984
284066,3354|7306
284095,769|170662
284440,165168|2161876
284698,40143|40141
284873,10518
284996,22694
285011,165519
285092,2929
285205,40563
285206,40563
285208,40563
285209,40563
285211,40563
285212,40563|46540|38066|11859
286131,5951
286363,9542
286507,8732
286957,29527|223869
287630,6268
287633,6268
287861,27379
288448,36574
289168,167572
289169,167572
289173,167572
289232,4522|10182
289448,4944228|829|7762930
289627,61150
289681,5414
289695,24818
289747,10679
289751,167825
289798,1085845|1418324
289870,656983
290039,87079
290178,6214
290252,6214
290369,4862
290569,7628
290583,7628
290882,5158478|168306
291354,8732
291440,41954
291729,20513
291735,168710|15291
292217,24690|8178
292314,79787
292327,3534
292408,157779
292740,37449
293101,106463
293583,459128
294042,38809
294046,38809
294047,38809
294081,7457
294420,8178
294442,57462|472036
294817,114266
294924,57462
295000,29133
295169,46130|8658
295406,2987
295649,170658
295650,170658
295654,170658
295662,769|170662
295663,769|170662
295741,72678
295834,65335|65334
296264,854076
296384,1455604
296508,57952|13265|61904
296793,10108
296960,4610
297134,54493
297135,54493
297208,171512
297220,5076
297249,10665|207860
297566,1077326
297593,990|384176|2872830
297627,3961|61919
297671,36746|44524
297673,55215
297792,36746|44524
297866,28550
297898,81017
297908,33579|22075|33578
297929,8695
298275,1466|8924|4089
298294,42211|2387
298317,1221698|13359|7271|52930|89606
298357,172112
298567,146374|660076
298920,63807
299215,670307
299384,2673|3510823
299758,23069
299947,15091|40749
300043,4633
300045,172977
300226,9068
300395,11446
300678,15085
300946,38954
301022,173491
301023,157676
301082,17061
301141,173545
301538,8587
301736,25838|63392
301820,29542
301825,29542
301898,578|7285058
302424,26111|26110
302618,111948
302625,16667
302998,13081
303202,50886
303615,159357
303639,51488
304027,20248
304306,2526
304344,76328|46110
304752,2778055
304845,6575
304996,12942
305234,175855
305510,947
305672,12736|9717|61330
305767,61384|55812
305854,1402383
306090,48890
307109,23722
307791,2347
308251,91589|2876
308424,177734|521879|8436185|3309821|485377
308540,13730
309295,178169
310039,26886|18172
310070,26886|18172
310224,123715
310226,123715
310272,61105
310612,3049|337
310737,8593
310740,24375
311034,25092
311096,18067
311132,18067
311150,18067
311163,18067
311164,18067
311178,18067
311179,18067
311189,18067
311196,18067
311200,18067|8126301
311218,18067
311502,8349
311512,8349
311864,1567394
312043,179712
312050,179712
312077,131683
312083,131683|385574
312399,3618
312881,180102
313260,6268
313263,6268
313266,6268
313267,6268
313269,6268
313277,996
313375,13901
313378,12521
313631,4314
314573,9018|14304|180971|114430|180972
315578,2939184|5338490|7291|12072
315882,12930|21345
315884,181668
316445,52989
316558,182089
316808,127314|25355|441061
316845,426944
316876,3619
317282,40593
317456,10917
317500,1069006|25523
317504,8588|8591
317818,811
318016,140125
318404,183005
318431,367338
318742,10710|358148|5809563
319238,3706
319300,183491
319388,3222
319473,86003
319639,2614
319644,153394
319790,15957|225207
319975,10657
319976,10657
320132,183930
320326,1567394
320343,17739
320346,111948
320347,12949
320361,1023510|3231
320700,6943|9494|18879|455071|20435|19443|12339|20602|1221698|38689|314962|317159|33463|1945504|18253|60522|16291
321353,1637418
321538,14002590|143
321545,4046
321552,12833|7159937
321572,9432
321577,11075
321645,53574
322351,140329
322617,28574
323355,5158478|3009967
323455,3565|3572
324022,52609
324494,14586438
324505,1036736
324506,1036736
324974,1388082|5008438
325085,239579|98978
325429,71170
325558,29542
325751,3961|884135|187093
325841,41322
326911,27498
327242,187835
327255,36714
327257,36714
327335,1285555
327750,41271
328802,188760|39832|137262
329156,3541
329866,3137322
329957,239579|500306
330244,3506
330306,42211|2387
330659,64565
330721,27847
330744,12948
330746,12948
330760,1742
330919,114722
330947,119121
331005,8840|2387
331070,957894|4065222
331201,89367|190061|79136
331208,70667|9839081
331260,190085
331319,8987|151359
331679,4280
331692,5117|3973036
331830,190403
331920,12950
332575,806365
332613,7285
332624,12950
332775,190887
332852,7015096
332854,122302
333316,769|170662
333317,769|170662
333322,769|170662
333323,769|170662
333538,5223|162942|6442627|15811071
333669,17057148|5465625
333706,903|1005|280215
333735,98320
333867,10992|1221698
334038,46474
334123,33467
334176,4007
334227,191636
334233,191636
334246,191653|851351
334643,8347
334818,191976
335459,2657
335704,10517
336161,3362
336236,33031
337048,73812
337100,12980
337113,8249|8253
337116,9226|34429
337907,13974
338069,4735
338384,3453636
338691,194243
338798,5144
339218,37297
339339,135786
339393,51596
339452,90596
341336,195778
341404,27017
341521,3137322
341865,4099543
341879,196092
342049,18317
342209,1406384
342362,221833
342445,13681|3470|12738|156274|3389
342994,6378|6014
343002,6378|15450
343203,600
343265,769|170662
343285,48192
343662,15085|28995
343738,150238
343995,1612
344262,48206
344637,135786
344665,1657638|50258
344671,1657638|346298
345188,11593
345299,31232
345627,137902
346087,10746
346461,125127
346518,11528|6967537
347245,9121|28517|96056
347610,15402
347639,179612
347852,3061
348044,63533
348428,3075
348914,4191|38375|42642
349076,200277|419119
349090,40119
349347,1221698
350039,32155
350523,16961
350540,4178
350683,19971
350710,29542
351018,57462
351064,52852|57721
351563,8734
351656,60459
351711,120535
352262,23894
352427,53958
352428,94091
352780,73812
352921,194243
353047,13589|198837
353476,4845|10333|7780181|108828|43973|43974|86137|3230847|8659|15606159|15606160|33502|61277|111948|305176|305226|12479|48897|445025|356194|76471
353479,4845|49513|43973|43974|8659|111948|59137|5812562|86137|12479|108828|11270|61277|445025|10333|98411|196482|12580
353814,1238
353937,27847
354726,4401376
355190,24390
355697,4116|459405
355916,157663|619712
356321,4788791|3448760
356402,3936
356824,67629
356896,19753
357105,10317
357160,200052
357486,7728207|39840
357545,1077326|26750|26752
357640,27847|63898|34820
357642,32638
357664,13663|443700
359090,366097
359126,161054|431735
359193,9018|14304|180971|24604|13853447|5481957
359195,9018|10762|24602|2976808|488727|114430|1221698
359375,32637|56968
359455,165519
359456,165519
359457,165519
359459,165519
359461,165519
359463,165519
359464,165519
359581,3619
359770,9785
360259,23890
361081,18411|698184
361459,19038
361587,12950
362602,139694|115136
363270,10665|111469
363355,1036736
363362,1036736
363392,1036736
363423,1036736
363711,66700|1627|3187780|9494|409751
363752,3090
363773,4452588|208071
363777,26897
364284,5217|415220|7681
365307,344522
365990,4178
366227,99042
366342,11349
367124,173156
367349,61659
367441,203623
367690,42211|2387
367749,42211|2387
367762,5217
368038,6218
368250,2819300
368772,9020
368819,19708
368916,58918
369566,67295
369995,19696
370493,435477
370774,156980|460777|786016
371423,3510823|22098
371787,8732
372299,4
372311,1315
372384,24689
372385,24689
372828,1003655
373593,24846
373607,41313
373915,88506|4522
373951,1221698
373969,3915
374147,614
374148,9556
374166,9556
374174,9556
374233,155517|6921
374352,20524|1451
374371,20524|213519
374855,346732
375013,6900
375410,11038|11039
375711,11593
375802,589
375902,32804
375955,63460
376256,9556
376561,5152
376612,8002
377425,6866
377889,2012967|718134|44524
377916,5922
378164,2131|470364
379160,120401
379959,6160975|3486584|42402|216468
380364,41938
380563,17613
380609,973|2211|3012677
380787,11349
381093,44150|208050
381102,28699
381317,208048
381440,15819|469474
381489,94091
381960,8885
382161,73812
382415,55474
382549,3892
382680,24689
382839,48067
382840,48067
382843,48067
382847,48067
382859,217944
383179,30748
383206,1413437|451724
383428,1061015|230135
384579,33297
384597,293
384962,11586
385028,16070
385228,57651
385706,153394
385742,153394
386187,4952
386260,239579|62584
386282,1654|1221698
386299,1455
386336,39237
386371,1654
386411,2778055
386621,10521
386765,7935185|55825|236076
386941,3453636
386990,109590
387061,17059
387348,7305
387749,16104262
388018,123715|2772993
388223,4785
388997,65124
389547,19443
389633,26839
389763,2960
390161,221833
390165,221833
390302,167395
390353,3565|3572
390562,122674|5149809
390711,6417
390778,222118
391729,4624490
391805,76413
392263,1025097
392266,1025097
392297,15085
392452,159|9599|79407
392563,2870641
392566,22996|2768688
392786,28707
393105,8734
393145,32401
393146,32401
393147,32401
393473,45191
393601,30022|9420
393636,13638502|1540538
393715,223600
394172,133262
394240,18752
394424,6466154
394469,4178
394535,4178
394689,4273
394724,61659
394726,61659
394734,106823
395040,4379
395058,15991|27855
395090,4379
395182,13078|6570
395233,34583|95279|1589196|2904624
395397,17055
395871,50873
395962,9237
396094,3190|43605
396836,625
396931,12806
397156,3892|16983572
397165,3354|403782
397429,1353301
397466,1353301
397507,4116
397861,80984
397867,80984
398080,2854677
398323,225944|14291
398479,7132534
399894,226816
399895,226816
399900,9241
400412,18540
400598,49187
400629,11047
400631,11047
400632,11047
400636,11047|429889
400662,11047
400906,13026
401495,227618
401514,40311
401730,18479|42436
401731,75399
401876,2735|6878
401939,53645|104566
402015,65189
402022,28699
402045,4841825
402093,6417
402128,18540|21578
402141,57462|472036
402739,17613
402777,1624|392322
402843,62707|3894039|6734|15108127
403098,130766
403277,10885|2731071|54475
403459,3961|3960|572819|536546
403722,5411
404048,2546
406186,30654
406373,285217|14824
406575,230318|2871829
